city,date,temperature_2m,wind_speed_10m,precipitation
London,2026-05-30 01:00:00+00:00,19.2565,4.32,0.0
London,2026-05-30 02:00:00+00:00,18.3565,4.68,0.0
London,2026-05-30 03:00:00+00:00,18.3565,2.8799999,0.0
London,2026-05-30 04:00:00+00:00,18.1065,2.8799999,0.0
London,2026-05-30 05:00:00+00:00,17.8065,2.16,0.0
London,2026-05-30 06:00:00+00:00,18.4065,6.8399997,0.0
London,2026-05-30 07:00:00+00:00,19.8565,4.68,0.0
London,2026-05-30 08:00:00+00:00,21.456501,5.04,0.0
London,2026-05-30 09:00:00+00:00,22.9065,5.7599998,0.0
London,2026-05-30 10:00:00+00:00,24.5065,4.32,0.0
London,2026-05-30 11:00:00+00:00,25.5065,2.8799999,0.0
London,2026-05-30 12:00:00+00:00,26.4065,3.96,0.0
London,2026-05-30 13:00:00+00:00,27.2565,4.32,0.0
London,2026-05-30 14:00:00+00:00,28.3065,8.28,0.0
London,2026-05-30 15:00:00+00:00,28.6065,8.64,0.0
